srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label
60.33.24.2,65417,101.147.110.248,443,udp,FIN,27.821735,107724,17400,128,29,52,11,ssl,3871.9368,625.4103,141,12,0,0,0,0,764,1450,0,3,13.871708,6.302825,1421931533,1421955530,214.204122,253.241143,0.0,0.0,0.0,0,5,2,0,0,3,3,5,3,3,3,15,,0
195.124.191.175,38188,88.75.23.92,22,udp,CON,59.429139,113274,55892,128,252,4,15,ssh,1906.0347,940.4814,87,157,0,0,0,0,1302,356,3,583,47.028511,0.652411,1421929933,1421979552,285.59648,471.452295,0.0,0.0,0.0,0,6,0,0,0,3,18,4,4,2,2,1,,0
146.147.157.148,46826,96.115.10.0,22,udp,ECO,59.766955,184857,17408,64,62,117,48,http,3092.9633,291.2646,129,68,0,0,0,0,1433,256,2,335,0.402497,8.034006,1421973019,1421928862,36.439268,106.258284,0.0,0.0,0.0,0,3,2,0,0,9,5,4,2,2,1,8,Analysis,1
203.113.157.84,57123,25.35.7.188,8080,icmp,FIN,11.026215,6752,216640,63,62,1,107,-,612.3588,19647.7214,16,160,0,0,0,0,422,1354,2,250,0.28093,38.215271,1421998325,1422000261,456.762248,255.218373,0.0,0.0,0.0,0,1,0,0,0,5,4,1,4,2,2,4,Shellcode,1
194.230.165.219,38090,221.95.44.43,21,udp,URN,36.975978,2858,49320,255,252,1,39,http,77.2934,1333.839,2,72,0,0,0,0,1429,685,3,47,11.547258,42.158213,1421982343,1421950899,398.669753,442.372146,0.0,0.0,0.0,0,1,3,0,0,12,12,5,2,1,2,8,Analysis,1
216.82.115.182,50302,141.3.92.48,22,tcp,INT,41.694183,31383,0,62,252,6,0,dns,752.6949,0.0,33,0,255,0,3907822491,3104356852,951,0,5,374,28.27717,21.686742,1421942102,1421993360,218.265236,267.765274,0.332316,0.275301,0.365165,0,2,3,0,0,16,6,1,4,3,3,1,Generic,1
141.192.79.130,60570,149.245.88.205,21,tcp,RST,45.024747,103752,84280,64,30,84,39,-,2304.3328,1871.8595,198,86,0,0,3238374214,697990504,524,980,0,181,27.559992,30.752095,1421997754,1421944120,312.636029,419.341329,0.228638,0.331243,0.077744,0,2,0,0,0,9,9,4,3,3,1,12,Backdoors,1
173.64.6.32,3390,163.106.25.70,25,tcp,INT,3.96234,118389,213885,64,29,28,33,http,29878.5566,53979.4667,93,147,255,255,3995898546,443392741,1273,1455,2,735,9.698165,44.925557,1421944537,1421993387,46.768525,167.732574,0.047035,0.126733,0.098521,0,5,0,0,0,12,20,2,4,2,2,6,,0
154.45.212.174,58922,209.37.240.76,22,tcp,URN,36.666315,10730,46200,31,31,2,10,ssl,292.6392,1260.0121,58,33,0,0,125291217,1185005979,185,1400,4,396,19.594103,7.541788,1421938051,1421954024,469.44299,209.899781,0.013992,0.027939,0.202931,0,2,3,0,0,13,15,1,4,1,3,7,DoS,1
200.130.153.167,3394,113.220.200.250,80,tcp,RST,34.219676,78780,11316,127,63,77,24,ftp,2302.1843,330.6869,101,92,255,255,36662437,1618896959,780,123,3,194,6.473789,8.447165,1421945068,1421984278,441.0321,58.735572,0.295518,0.073429,0.108221,0,3,1,0,0,11,18,3,3,3,1,2,,0
38.122.159.232,54806,183.43.194.67,80,tcp,REQ,32.028057,183769,192280,62,253,86,61,http,5737.7505,6003.4863,127,152,255,255,247403811,2283328119,1447,1265,1,251,13.037102,10.115344,1421931966,1421958987,38.774163,353.202916,0.365844,0.334231,0.249754,0,0,2,0,0,9,12,4,4,3,3,11,Worms,1
52.184.122.111,25319,145.241.138.100,22,arp,URN,19.84951,145197,148716,127,252,99,64,ssh,7314.8909,7492.1749,117,102,0,0,0,0,1241,1458,0,441,10.431087,14.01786,1421937778,1421950624,171.628774,184.969544,0.0,0.0,0.0,0,4,0,0,0,19,11,5,3,3,1,14,Exploits,1
78.228.93.28,56955,62.6.232.222,443,udp,INT,45.625069,107253,27360,254,253,61,23,ssl,2350.7471,599.6703,153,36,0,0,0,0,701,760,0,272,9.079633,6.126991,1421964889,1421934313,498.848124,476.828472,0.0,0.0,0.0,0,5,1,0,0,8,6,4,1,2,2,15,Reconnaissance,1
58.53.9.7,36030,166.62.253.240,21,udp,ACC,43.103659,18000,97175,64,254,5,18,dns,417.598,2254.449,15,115,0,0,0,0,1200,845,0,377,36.494473,22.331707,1422000418,1421964225,159.167823,104.557631,0.0,0.0,0.0,0,6,2,0,0,6,14,5,4,2,2,14,Exploits,1
204.174.75.56,60329,114.236.231.33,21,arp,CLO,2.916566,173568,16415,31,253,102,43,smtp,59511.0826,5628.1943,128,49,0,0,0,0,1356,335,3,192,9.74896,0.170265,1421963938,1421935533,322.852749,23.320671,0.0,0.0,0.0,0,6,2,0,0,5,15,5,1,1,2,6,Worms,1
80.95.163.118,44446,217.99.61.108,53,tcp,URN,2.181993,56043,44772,63,30,19,29,ssl,25684.317,20518.8559,39,123,0,0,3277334181,372994692,1437,364,1,930,1.754116,6.081157,1421976970,1422008997,172.931609,354.59365,0.518097,0.195383,0.453242,0,0,1,0,0,19,16,2,3,1,3,6,Worms,1
39.226.116.179,41390,49.89.0.73,443,icmp,ECO,49.63482,80444,83520,63,31,56,90,ftp,1620.7171,1682.6897,169,174,0,0,0,0,476,480,1,232,21.161342,4.355381,1421973290,1421931969,234.771216,45.819018,0.0,0.0,0.0,0,0,3,0,0,2,17,2,4,3,2,13,Fuzzers,1
32.79.202.25,24238,166.113.93.180,53,udp,ECO,49.785894,6188,19594,31,254,42,80,ssh,124.2922,393.5653,52,97,0,0,0,0,119,202,5,780,13.106919,42.976464,1421980175,1421990128,100.152058,221.308111,0.0,0.0,0.0,0,2,1,0,0,5,7,2,2,1,1,15,,0
144.78.94.45,49143,91.207.29.96,80,tcp,URN,38.084426,123772,80445,63,252,86,54,smtp,3249.9374,2112.2808,194,155,0,255,3430553734,2782083503,638,519,4,56,13.577801,34.18371,1421991872,1421963560,52.270695,118.157379,0.485567,0.157628,0.428386,0,2,0,0,0,18,11,2,1,3,1,4,Backdoors,1
147.242.187.98,5169,81.141.243.11,443,arp,ACC,10.470887,183770,8218,254,62,64,9,dns,17550.5666,784.8428,170,14,0,0,0,0,1081,587,1,959,31.310461,3.364639,1421938748,1421983528,488.67699,133.834064,0.0,0.0,0.0,0,0,2,0,0,11,14,3,1,3,3,2,Analysis,1
207.94.30.122,53677,1.70.9.64,80,arp,CLO,35.545504,38335,139373,255,252,10,3,dns,1078.4768,3920.9741,55,151,0,0,0,0,697,923,4,887,32.601449,4.804699,1421939184,1421947031,153.740499,470.400383,0.0,0.0,0.0,0,4,1,0,0,14,20,4,4,3,3,11,Fuzzers,1
126.247.118.20,53314,155.94.67.112,25,arp,CLO,2.180141,64454,18271,63,253,7,58,smtp,29564.1429,8380.6506,134,121,0,0,0,0,481,151,5,590,48.191736,26.738258,1421989693,1422012446,272.348312,176.208437,0.0,0.0,0.0,0,6,1,0,0,19,10,2,1,3,1,11,Generic,1
60.63.74.11,11414,31.35.180.215,53,arp,ACC,19.72894,53361,9632,128,31,31,6,ftp-data,2704.7069,488.2168,49,7,0,0,0,0,1089,1376,2,576,32.004194,39.977045,1421964650,1421990320,3.443832,24.970833,0.0,0.0,0.0,0,1,3,0,0,18,15,4,3,2,3,11,Analysis,1
23.214.103.98,59385,89.218.17.65,8080,arp,ACC,29.784708,73689,177244,255,63,4,5,ssh,2474.0548,5950.8389,77,146,0,0,0,0,957,1214,1,361,15.736736,11.02954,1421953520,1421932346,294.431656,193.060465,0.0,0.0,0.0,0,2,3,0,0,20,6,4,4,1,1,15,Analysis,1
178.189.238.184,1545,46.188.179.28,80,icmp,PAR,8.241191,88784,63729,64,29,41,59,ssh,10773.2001,7732.9842,179,97,0,0,0,0,496,657,5,211,21.328323,11.738537,1421937685,1421968572,307.04076,458.08257,0.0,0.0,0.0,0,4,2,0,0,20,13,3,3,2,3,7,Worms,1
202.37.156.156,8974,102.125.124.213,25,icmp,RST,58.342479,123134,30351,127,63,70,57,ftp-data,2110.5377,520.2213,193,67,0,0,0,0,638,453,1,588,44.045876,43.853671,1421961990,1421929665,262.912269,338.010817,0.0,0.0,0.0,0,5,1,0,0,5,8,1,5,2,3,7,,0
64.80.53.247,1546,195.228.66.15,25,arp,INT,43.412763,78960,160377,127,30,7,122,-,1818.82,3694.2362,56,147,0,0,0,0,1410,1091,3,334,15.067929,42.581283,1421972993,1421952673,143.532703,354.877687,0.0,0.0,0.0,0,3,2,0,0,11,16,5,2,1,1,4,,0
186.114.27.210,2818,37.182.54.34,8080,tcp,CON,18.106274,96798,85910,62,31,52,93,pop3,5346.1027,4744.7642,146,110,255,255,3712222491,2555100090,663,781,1,338,29.117514,31.400222,1421989195,1421927717,277.688619,215.122059,0.806164,0.461349,0.304742,0,0,2,0,0,12,18,3,2,2,3,6,,0
53.151.93.48,55341,105.80.69.8,8080,arp,REQ,13.277236,21850,64239,128,29,6,19,pop3,1645.6738,4838.2811,19,57,0,0,0,0,1150,1127,2,187,13.256157,10.395614,1421941541,1421929867,150.62891,331.642845,0.0,0.0,0.0,0,5,3,0,0,17,13,5,1,1,3,13,DoS,1
207.45.249.112,59303,74.32.238.67,80,icmp,FIN,42.645337,22718,113245,31,31,19,53,smtp,532.7194,2655.5072,37,145,0,0,0,0,614,781,0,158,11.419045,39.696961,1421975466,1421933565,81.684761,407.533368,0.0,0.0,0.0,0,4,2,0,0,14,13,3,2,2,2,12,Worms,1
35.8.68.84,27321,147.55.110.52,53,udp,REQ,11.93822,12355,169841,64,29,1,56,ftp,1034.9114,14226.6603,35,133,0,0,0,0,353,1277,2,418,23.422301,3.386041,1421943516,1421983483,391.656605,182.600051,0.0,0.0,0.0,0,6,0,0,0,15,14,2,4,3,3,6,Analysis,1
15.40.88.233,16151,189.132.249.43,80,icmp,FIN,14.947408,75840,7966,128,62,55,4,http,5073.7894,532.9352,192,14,0,0,0,0,395,569,0,130,27.009188,22.922633,1422003635,1421929561,45.433489,358.849664,0.0,0.0,0.0,0,1,1,0,0,10,2,3,1,2,3,7,Analysis,1
212.133.211.27,41806,202.93.135.12,22,arp,ACC,43.778839,36585,157542,255,252,20,69,ftp,835.6777,3598.5879,27,121,0,0,0,0,1355,1302,4,893,46.02491,7.704308,1421988907,1422009848,74.168974,252.894625,0.0,0.0,0.0,0,0,1,0,0,5,11,5,1,3,3,6,Exploits,1
125.127.96.115,38602,197.39.95.25,80,arp,CON,45.494967,40953,188916,63,62,11,12,dns,900.1655,4152.4593,73,182,0,0,0,0,561,1038,4,468,48.300513,2.098182,1421972850,1421999870,207.96433,459.106601,0.0,0.0,0.0,0,4,0,0,0,3,15,1,4,2,3,1,DoS,1
46.162.56.126,7710,45.89.72.231,22,udp,CLO,35.895854,113113,32968,127,252,32,7,ftp,3151.1439,918.4348,91,26,0,0,0,0,1243,1268,4,465,9.089395,1.073201,1421965328,1421947029,72.170981,187.840239,0.0,0.0,0.0,0,3,2,0,0,9,19,4,2,1,3,12,Analysis,1
129.255.169.3,18781,119.10.85.2,8080,udp,ACC,12.1414,49350,67950,31,63,48,64,smtp,4064.6054,5596.5539,75,75,0,0,0,0,658,906,0,626,38.304436,15.66109,1421986159,1421992535,128.689329,350.995402,0.0,0.0,0.0,0,1,3,0,0,14,7,2,5,3,2,7,,0
146.78.8.107,6303,103.178.42.36,8080,icmp,URN,11.099192,88704,42229,63,252,34,3,smtp,7991.9331,3804.6914,128,121,0,0,0,0,693,349,4,742,46.372322,7.545469,1421964879,1421942752,35.667935,462.030276,0.0,0.0,0.0,0,6,3,0,0,7,2,2,5,2,2,13,,0
212.151.92.10,29300,97.38.171.169,443,arp,URN,13.955483,88704,37170,254,31,3,82,snmp,6356.2114,2663.4693,63,118,0,0,0,0,1408,315,2,99,9.726588,36.192568,1421956647,1422013227,269.154887,425.66663,0.0,0.0,0.0,0,0,2,0,0,19,18,2,2,1,3,2,Worms,1
183.190.78.222,29561,140.213.255.253,22,udp,RST,5.661673,8820,152400,127,30,0,26,ssl,1557.8434,26917.8386,45,200,0,0,0,0,196,762,0,543,16.335831,27.813601,1421935080,1421978461,154.651944,152.797352,0.0,0.0,0.0,0,1,0,0,0,2,13,2,5,3,2,8,,0
223.204.159.198,49871,31.222.66.55,443,arp,INT,14.673117,57510,105602,254,63,14,36,ssh,3919.4126,7196.9712,81,133,0,0,0,0,710,794,1,183,3.755186,9.151087,1421967474,1421935797,22.736066,81.547575,0.0,0.0,0.0,0,2,1,0,0,4,10,4,5,3,3,14,Worms,1
167.82.101.28,49216,141.10.29.56,22,tcp,CLO,28.263566,55932,94848,127,30,104,2,http,1978.9435,3355.8398,158,114,0,0,23118276,4021146805,354,832,5,165,26.962068,9.669589,1421979322,1421952127,436.484088,1.924423,0.631808,0.163319,0.08973,0,1,1,0,0,18,1,3,5,3,1,15,,0
102.221.83.210,30999,194.223.124.219,80,udp,INT,39.599086,187340,24892,31,254,142,52,snmp,4730.9173,628.6004,145,196,0,0,0,0,1292,127,4,914,19.268227,39.480189,1421954132,1421955527,407.278681,203.754522,0.0,0.0,0.0,0,5,0,0,0,17,11,1,5,2,1,7,DoS,1
40.80.102.230,15809,184.78.50.172,21,tcp,PAR,14.86993,37204,78,62,62,57,44,http,2501.962,5.2455,142,78,255,0,2269267334,3007839611,262,1,3,975,44.782653,24.650417,1421939862,1422012695,21.724378,377.758826,0.723352,0.412761,0.083524,0,5,0,0,0,9,8,1,5,1,2,10,Generic,1
139.153.179.169,33626,46.8.77.179,22,arp,CLO,7.006733,34314,127617,254,62,94,102,snmp,4897.2895,18213.4812,129,177,0,0,0,0,266,721,3,782,8.540746,43.49388,1422002747,1421939761,69.182908,224.108686,0.0,0.0,0.0,0,2,1,0,0,11,11,2,5,2,3,7,Generic,1
69.243.73.195,41482,106.216.155.16,8080,tcp,ECO,45.839777,60291,90136,31,254,146,50,pop3,1315.2551,1966.3272,189,76,0,0,2556746778,2919356546,319,1186,2,572,17.597167,30.890347,1422002253,1421964668,202.814051,37.633985,0.509059,0.401364,0.400991,0,6,2,0,0,4,14,4,2,2,2,9,Worms,1
75.14.135.74,21735,3.85.201.224,53,icmp,ACC,12.375473,213944,161616,62,253,43,30,-,17287.7433,13059.3796,188,148,0,0,0,0,1138,1092,1,408,6.97705,22.934046,1421979411,1421979870,144.938993,300.914656,0.0,0.0,0.0,0,0,0,0,0,18,6,3,5,2,2,9,Worms,1
124.156.121.158,40018,189.242.134.213,8080,udp,CON,0.032686,163603,56794,31,252,88,106,ftp,5005292.7859,1737563.4828,139,146,0,0,0,0,1177,389,0,152,46.272717,22.353909,1421975983,1421929081,23.621649,106.427033,0.0,0.0,0.0,0,5,2,0,0,13,13,1,5,3,2,11,,0
212.224.150.110,30438,146.26.245.233,25,tcp,FIN,54.669628,58788,19602,127,62,83,15,snmp,1075.332,358.5537,92,99,255,0,149977994,3221741859,639,198,3,381,44.42778,6.143762,1421957681,1421962984,459.466995,151.508048,0.968929,0.065763,0.297653,0,0,3,0,0,16,9,3,4,3,2,14,,0
89.223.244.35,21695,109.91.94.240,8080,udp,INT,18.053009,3300,24768,62,252,1,77,-,182.795,1371.9597,10,96,0,0,0,0,330,258,2,241,10.772743,31.760114,1421966066,1421985030,396.564096,129.309898,0.0,0.0,0.0,0,2,3,0,0,13,10,5,3,3,2,6,Reconnaissance,1
2.250.41.248,10014,74.170.178.55,53,udp,INT,36.046936,19908,20382,64,252,76,3,-,552.2799,565.4295,84,43,0,0,0,0,237,474,5,255,19.719322,32.920602,1421939394,1421936325,464.647858,389.566352,0.0,0.0,0.0,0,1,1,0,0,15,16,2,4,2,3,11,Fuzzers,1
47.156.87.174,56185,89.71.160.25,22,udp,CON,37.04913,203346,53874,128,31,128,41,pop3,5488.5499,1454.1232,143,82,0,0,0,0,1422,657,2,629,4.20167,3.328006,1421971452,1421934259,264.546506,318.366036,0.0,0.0,0.0,0,2,2,0,0,20,3,3,4,2,2,5,Shellcode,1
136.151.57.213,52762,217.236.60.91,21,udp,RST,45.881146,126280,15606,127,254,146,29,ftp,2752.3288,340.1397,164,54,0,0,0,0,770,289,2,296,42.370269,30.151729,1421932217,1421971109,115.684004,255.272554,0.0,0.0,0.0,0,0,1,0,0,7,4,5,2,2,1,14,Generic,1
10.242.89.207,60898,143.34.180.203,80,tcp,ECO,41.30285,68634,201720,63,253,34,121,ftp,1661.7255,4883.9245,62,164,0,255,1867430033,268842951,1107,1230,1,125,22.258517,15.286478,1421970237,1421955293,463.291087,364.469272,0.482631,0.402889,0.255929,0,0,0,0,0,12,14,4,2,2,2,14,Analysis,1
80.114.107.208,26979,35.131.192.161,8080,arp,CLO,5.257341,100245,37516,254,30,33,43,-,19067.6237,7135.9267,123,113,0,0,0,0,815,332,4,601,28.755778,39.514831,1421932254,1421942115,24.112107,297.788689,0.0,0.0,0.0,0,2,3,0,0,8,19,1,5,1,3,12,DoS,1
44.150.199.70,49266,132.152.234.149,443,udp,ECO,5.71198,27654,115644,127,63,5,94,pop3,4841.4035,20245.8692,22,138,0,0,0,0,1257,838,2,650,35.498938,17.426474,1421995558,1421943983,472.723929,370.948628,0.0,0.0,0.0,0,6,0,0,0,6,5,1,4,3,3,8,Reconnaissance,1
119.7.168.192,39074,136.153.134.236,443,tcp,CON,49.200101,88242,51840,255,30,34,52,ssh,1793.5329,1053.6564,77,135,255,0,2247857318,356483054,1146,384,5,222,31.909766,10.496002,1421993314,1421972203,375.992751,424.46064,0.114077,0.040958,0.122881,0,3,0,0,0,9,11,5,1,1,3,13,Backdoors,1
38.217.216.149,14637,57.191.45.160,8080,udp,ACC,50.003671,139194,11424,128,252,95,64,snmp,2783.6756,228.4632,114,119,0,0,0,0,1221,96,0,772,36.095618,48.05924,1421928972,1421969149,97.579435,336.667275,0.0,0.0,0.0,0,0,0,0,0,4,19,2,5,1,1,4,Fuzzers,1
32.124.218.10,38639,16.167.51.219,21,udp,CON,51.169877,38430,103194,128,252,5,36,smtp,751.0278,2016.6943,122,78,0,0,0,0,315,1323,0,900,6.78145,10.608871,1421987843,1421954491,200.230461,452.888434,0.0,0.0,0.0,0,5,3,0,0,7,13,4,2,2,1,4,Shellcode,1
62.30.3.160,22904,140.164.220.23,443,icmp,RST,30.57942,185262,51204,64,252,115,85,ftp,6058.3883,1674.4595,154,102,0,0,0,0,1203,502,0,666,16.715613,19.2917,1421976641,1421958793,292.391585,284.04991,0.0,0.0,0.0,0,2,2,0,0,4,4,4,3,1,2,11,Backdoors,1
8.81.215.196,43632,97.209.2.87,80,tcp,RST,39.601478,131655,60695,63,254,45,33,dns,3324.4971,1532.6448,131,61,255,255,1101335912,2933280769,1005,995,0,35,44.665067,31.172592,1421987946,1421969793,317.302998,102.368855,0.535413,0.409068,0.459523,0,3,2,0,0,2,12,1,1,1,3,9,Fuzzers,1
54.216.68.239,57202,131.52.134.162,443,tcp,RST,8.122135,31900,584,255,253,29,0,snmp,3927.5388,71.9023,55,2,0,255,3411264586,3979566431,580,292,4,421,28.756635,2.24518,1421992333,1421980122,130.063864,378.085732,0.917443,0.430134,0.313348,0,5,0,0,0,19,6,2,5,3,2,10,Shellcode,1
138.232.69.216,33199,32.232.136.227,80,arp,FIN,45.915646,62156,44197,64,252,82,108,snmp,1353.6998,962.5695,82,193,0,0,0,0,758,229,4,122,39.441809,37.877948,1421962933,1421932016,101.547537,473.555514,0.0,0.0,0.0,0,4,0,0,0,17,16,2,5,2,2,11,Shellcode,1
195.243.230.3,55379,65.48.119.183,53,icmp,URN,57.708035,29583,82093,254,63,0,159,dns,512.6323,1422.5575,57,187,0,0,0,0,519,439,2,197,25.632554,31.84578,1421982350,1421930453,93.144855,63.858145,0.0,0.0,0.0,0,1,2,0,0,9,6,1,3,1,3,14,Backdoors,1
35.3.137.194,19341,17.10.28.181,25,udp,ECO,53.666321,216032,5832,255,254,151,4,dns,4025.4669,108.6715,157,8,0,0,0,0,1376,729,4,220,7.978052,18.561571,1421958897,1421999613,321.623273,29.748617,0.0,0.0,0.0,0,3,2,0,0,4,5,2,3,3,2,1,,0
46.191.40.253,33530,216.152.73.47,443,arp,FIN,9.061401,121600,54145,64,31,33,27,http,13419.5584,5975.3453,100,65,0,0,0,0,1216,833,3,102,5.394115,41.421861,1421934179,1421932059,96.209453,191.285955,0.0,0.0,0.0,0,3,0,0,0,13,7,1,4,1,1,9,Fuzzers,1
200.121.200.228,53622,107.69.35.146,443,arp,REQ,41.667514,15400,994,31,252,26,8,ssl,369.5925,23.8555,44,14,0,0,0,0,350,71,0,10,16.948208,23.789804,1421968438,1421931349,29.966247,247.466412,0.0,0.0,0.0,0,1,2,0,0,19,1,1,4,1,3,8,DoS,1
28.104.194.144,3727,191.241.38.167,22,udp,ECO,45.158114,8676,58617,63,30,2,47,dns,192.1249,1298.0392,9,167,0,0,0,0,964,351,0,823,41.181371,15.810668,1421964026,1421980827,396.173589,499.396807,0.0,0.0,0.0,0,0,1,0,0,18,3,4,1,2,2,5,,0
93.73.47.165,27062,4.73.175.46,80,arp,URN,3.227615,24966,34200,63,31,17,48,dns,7735.1233,10596.0593,38,57,0,0,0,0,657,600,1,977,36.628419,46.825961,1421929644,1422003873,135.79859,370.953909,0.0,0.0,0.0,0,3,3,0,0,6,13,5,1,1,3,3,,0
155.153.12.248,64638,174.68.138.242,443,icmp,ACC,18.948376,58174,27621,62,254,37,22,dns,3070.1312,1457.6975,58,33,0,0,0,0,1003,837,3,37,6.570662,5.315032,1421941889,1421969313,477.541312,268.512035,0.0,0.0,0.0,0,6,0,0,0,6,14,5,4,3,2,12,DoS,1
55.237.194.15,60521,3.137.159.116,443,arp,FIN,15.317956,156156,150529,254,31,130,95,ftp,10194.3105,9826.9639,143,109,0,0,0,0,1092,1381,3,840,32.86746,48.821081,1422001411,1421941771,285.943531,245.347847,0.0,0.0,0.0,0,4,1,0,0,3,14,3,1,1,2,10,Fuzzers,1
72.137.223.69,30452,11.80.60.57,21,udp,PAR,23.582287,56287,64640,128,62,105,81,ftp-data,2386.8338,2741.0403,187,160,0,0,0,0,301,404,3,191,7.40171,42.784148,1421949456,1421936054,498.935536,99.65093,0.0,0.0,0.0,0,5,3,0,0,5,1,3,3,1,1,13,Backdoors,1
191.206.232.61,39935,29.2.1.132,21,tcp,URN,3.65757,5510,107940,64,63,4,23,dns,1506.4647,29511.3969,5,140,255,0,11382159,396619966,1102,771,4,771,37.069126,7.613406,1421958228,1421945615,342.755491,100.770764,0.456746,0.415835,0.336627,0,6,3,0,0,20,2,4,1,3,3,6,,0
11.25.11.235,40130,209.141.112.63,22,tcp,CON,56.568165,144243,57024,254,62,24,92,ftp,2549.8971,1008.0582,141,108,255,0,3992468962,365772144,1023,528,0,678,30.206453,32.288089,1421961379,1421970631,250.624251,379.614791,0.962853,0.154523,0.486389,0,1,2,0,0,1,3,3,2,2,1,5,Exploits,1
149.139.207.110,29965,38.27.48.14,21,arp,INT,1.79828,101011,119328,127,63,34,82,-,56170.8966,66356.7409,83,96,0,0,0,0,1217,1243,1,723,38.499551,45.512492,1421993866,1421947364,460.325257,326.30913,0.0,0.0,0.0,0,4,3,0,0,20,10,1,2,2,1,1,DoS,1
120.116.183.163,64655,50.210.159.40,80,icmp,ACC,30.047827,10368,179070,128,31,14,4,-,345.0499,5959.4992,18,127,0,0,0,0,576,1410,2,89,7.973518,4.735062,1422000816,1421945697,275.830234,166.00778,0.0,0.0,0.0,0,4,0,0,0,14,3,2,3,2,3,1,Shellcode,1
15.135.218.104,2566,14.43.65.143,80,arp,PAR,6.865336,8919,18480,63,62,2,14,dns,1299.1352,2691.7838,9,15,0,0,0,0,991,1232,0,91,36.170314,37.28188,1421950453,1421953694,491.804596,63.576134,0.0,0.0,0.0,0,5,3,0,0,3,12,1,2,1,3,15,Exploits,1
80.195.23.248,58388,79.90.73.250,22,icmp,CLO,0.691701,175959,72485,64,63,56,109,ftp-data,254385.9269,104792.3886,189,109,0,0,0,0,931,665,3,845,48.319644,5.353546,1421938963,1421971047,118.298911,182.975473,0.0,0.0,0.0,0,5,1,0,0,10,16,2,3,1,2,9,Exploits,1
192.64.234.171,63461,47.201.231.252,53,tcp,PAR,29.470142,40530,45424,128,30,50,107,ssh,1375.2903,1541.3567,105,136,255,255,4091830586,3676172995,386,334,2,78,47.819633,31.070058,1421985338,1421980992,426.150618,220.998919,0.856259,0.134781,0.311773,0,3,3,0,0,3,6,5,1,3,1,6,DoS,1
38.64.120.80,57653,70.107.157.13,443,tcp,CLO,24.766857,18508,133250,255,63,28,96,snmp,747.289,5380.174,28,130,0,0,647749335,2736745487,661,1025,2,619,36.91274,17.814016,1421974195,1421961070,287.416025,86.033769,0.969897,0.329962,0.138206,0,2,0,0,0,4,4,5,4,1,3,9,,0
87.147.91.185,5268,136.141.214.137,53,udp,CLO,27.815959,918,81738,127,62,1,66,-,33.0026,2938.5289,1,171,0,0,0,0,918,478,2,867,4.916979,5.037825,1421933147,1421951235,45.554013,407.588768,0.0,0.0,0.0,0,2,2,0,0,7,9,1,2,1,1,2,,0
128.72.51.182,48864,165.197.27.252,53,arp,REQ,3.057462,175997,164920,31,62,41,15,ftp,57563.103,53940.1634,157,190,0,0,0,0,1121,868,0,608,22.336091,41.403598,1422009058,1422006632,456.209566,24.749324,0.0,0.0,0.0,0,0,2,0,0,2,1,2,3,2,1,4,Backdoors,1
200.53.198.226,61796,40.181.26.184,21,arp,RST,44.852312,207625,135184,254,29,25,74,ftp-data,4629.0813,3013.9806,151,119,0,0,0,0,1375,1136,5,477,41.07378,16.432838,1421975210,1421928649,314.343159,38.520657,0.0,0.0,0.0,0,3,2,0,0,8,11,5,2,3,1,1,,0
200.239.28.183,15880,120.57.212.27,22,udp,FIN,33.486703,193140,791,255,31,141,88,snmp,5767.6625,23.6213,174,113,0,0,0,0,1110,7,0,797,30.778473,48.797398,1421947681,1421944424,446.878639,338.423053,0.0,0.0,0.0,0,6,3,0,0,9,16,4,1,3,1,8,Generic,1
141.7.187.200,24085,120.16.7.43,25,udp,RST,2.419103,27756,2002,63,63,85,75,ftp,11473.6743,827.5795,108,143,0,0,0,0,257,14,1,218,43.816948,48.200438,1421948682,1421943344,195.351536,19.02572,0.0,0.0,0.0,0,3,3,0,0,18,12,4,3,2,3,8,Reconnaissance,1
63.186.72.22,22117,15.59.208.229,443,arp,INT,48.050821,134750,23490,254,30,99,18,-,2804.3225,488.8574,175,174,0,0,0,0,770,135,3,950,0.482309,9.881247,1421933498,1422012450,261.340871,129.013825,0.0,0.0,0.0,0,6,1,0,0,10,7,1,5,3,1,10,,0
78.54.217.153,54066,208.38.7.80,8080,icmp,REQ,32.509759,13125,57728,31,29,5,37,dns,403.7249,1775.7129,75,128,0,0,0,0,175,451,2,933,3.563413,23.813559,1421975219,1421999510,494.580878,349.142944,0.0,0.0,0.0,0,3,1,0,0,8,20,3,2,2,3,2,,0
197.79.251.129,54780,207.217.62.81,22,tcp,REQ,19.551098,18755,198074,254,63,21,82,dns,959.2812,10131.0934,31,194,0,0,3890522410,3898143985,605,1021,2,826,4.924028,11.710511,1421976187,1422001179,248.87527,49.231188,0.362281,0.077382,0.427041,0,5,0,0,0,20,15,2,2,3,2,1,,0
